CybORG v2.1, Scenario2B, Commit Hash: 9421c8e985627810c5cac2abf0bcb62dfa6749fc
author: krystal, team: cset, technique: ppo2B
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -184.75999999999993, standard deviation 70.03879877134764
actions: [('DecoyApache User4', 'DiscoverRemoteSystems 10.0.74.80/28'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.74.93'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.74.93'), ('DecoyApache User2', 'PrivilegeEscalate User3'), ('Monitor', 'DiscoverNetworkServices 10.0.164.247'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.164.247'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.164.240/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.164.246'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.164.246'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.174.187'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.174.187'), ('DecoyFemitter User1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.115.80/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.115.87'), ('Analyse User5', 'ExploitRemoteService 10.0.115.87'), ('Remove User4', 'PrivilegeEscalate User1'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.252.236'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.252.236'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.252.224/28'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.252.228'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.252.228'), ('Analyse User1', 'ExploitRemoteService 10.0.252.236'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User2', 'DiscoverRemoteSystems 10.0.252.224/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.252.228'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.252.228'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.252.236'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.252.224/28'), ('DecoyApache User5', 'DiscoverNetworkServices 10.0.252.228'), ('Analyse User3', 'ExploitRemoteService 10.0.252.228'), ('Analyse Defender', 'ExploitRemoteService 10.0.252.236'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise1'), ('Analyse User3', 'DiscoverRemoteSystems 10.0.252.224/28'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.252.228'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.252.228'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.252.236'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.252.224/28'), ('Monitor', 'DiscoverNetworkServices 10.0.252.228'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.252.228')], total reward: -26.80000000000001
actions: [('Remove User2', 'DiscoverRemoteSystems 10.0.70.160/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.70.171'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.70.171'), ('Remove Op_Host1', 'PrivilegeEscalate User5'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.121.8'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.121.8'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise0'), ('Analyse User0', 'DiscoverRemoteSystems 10.0.121.0/28'), ('Remove User5', 'DiscoverNetworkServices 10.0.121.10'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.121.10'), ('DecoyApache User4', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.44.40'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.44.40'), ('Analyse Op_Server0', 'PrivilegeEscalate Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.178.128/28'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.178.139'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.178.139'), ('Remove Op_Server0', 'PrivilegeEscalate User2'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.104.237'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.104.237'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise1'), ('Analyse User5', 'DiscoverRemoteSystems 10.0.104.224/28'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.104.236'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.104.236'), ('Monitor', 'ExploitRemoteService 10.0.104.237'), ('DecoyApache Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.104.224/28'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.104.236'), ('Remove Defender', 'ExploitRemoteService 10.0.104.236'), ('Remove User5', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.83.204'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.83.204'), ('Analyse Enterprise2', 'PrivilegeEscalate Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0')], total reward: -164.79999999999995
actions: [('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.31.80/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.31.82'), ('DecoyApache User2', 'ExploitRemoteService 10.0.31.82'), ('Remove Op_Host1', 'PrivilegeEscalate User2'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.75.103'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.75.103'), ('Remove Defender', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.75.96/28'), ('Analyse User1', 'DiscoverNetworkServices 10.0.75.97'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.75.97'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.134.102'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.134.102'), ('Remove Enterprise2', 'PrivilegeEscalate Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.137.144/28'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.137.147'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.137.147'), ('Analyse User5', 'PrivilegeEscalate User5'), ('DecoyApache User5', 'DiscoverNetworkServices 10.0.158.248'), ('Remove Defender', 'ExploitRemoteService 10.0.158.248'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User0', 'DiscoverRemoteSystems 10.0.158.240/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.158.243'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.158.243'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise2'), ('Analyse User3', 'DiscoverNetworkServices 10.0.43.6'), ('Remove User1', 'ExploitRemoteService 10.0.43.6'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache User5', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Remove User5', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse User2', 'DiscoverRemoteSystems 10.0.62.16/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.62.25'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.62.25'), ('Remove Op_Server0', 'PrivilegeEscalate User5'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.197.142'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.197.142'), ('Analyse User2', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.197.128/28'), ('Monitor', 'DiscoverNetworkServices 10.0.197.141'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.197.141'), ('Analyse Op_Host2', 'PrivilegeEscalate Enterprise2'), ('Remove User0', 'DiscoverNetworkServices 10.0.54.1'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.54.1'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Remove Defender', 'DiscoverRemoteSystems 10.0.89.224/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.89.226'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.89.226'), ('Analyse User2', 'PrivilegeEscalate User5'), ('Remove User2', 'DiscoverNetworkServices 10.0.22.26'), ('DecoyApache User2', 'ExploitRemoteService 10.0.22.26'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.22.16/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.22.30'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.22.30'), ('Analyse User4', 'PrivilegeEscalate Enterprise2'), ('Remove User3', 'DiscoverNetworkServices 10.0.49.217'), ('DecoyApache User1', 'ExploitRemoteService 10.0.49.217'), ('DecoyApache User3', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.20.0/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.20.12'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.20.12'), ('Monitor', 'PrivilegeEscalate User3'), ('Analyse User3', 'DiscoverNetworkServices 10.0.1.174'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.1.174'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.1.160/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.1.171'), ('Analyse User1', 'ExploitRemoteService 10.0.1.171'), ('Monitor', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.231.228'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.231.228'), ('Analyse Op_Host1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache User3', 'DiscoverRemoteSystems 10.0.167.32/28'), ('Monitor', 'DiscoverNetworkServices 10.0.167.39'), ('Monitor', 'ExploitRemoteService 10.0.167.39'), ('DecoyApache User3', 'PrivilegeEscalate User1'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.188.244'), ('Remove User1', 'ExploitRemoteService 10.0.188.244'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise1'), ('Analyse User4', 'DiscoverRemoteSystems 10.0.188.240/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.188.248'), ('Analyse User3', 'ExploitRemoteService 10.0.188.248'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.86.198'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.86.198'), ('Remove Enterprise0', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache User5', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.191.16/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.191.27'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.191.27'), ('DecoyApache User3', 'PrivilegeEscalate User5'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.23.92'), ('Remove User5', 'ExploitRemoteService 10.0.23.92'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Server0', 'DiscoverRemoteSystems 10.0.23.80/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.23.87'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.23.87'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.15.76'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.15.76'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.23.87'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.15.76'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.15.76'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.23.87'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.23.92'), ('Analyse User0', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.23.80/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.23.87'), ('DecoyApache User3', 'ExploitRemoteService 10.0.23.87'), ('Remove User3', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.15.76'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.15.76'), ('Analyse User5', 'PrivilegeEscalate Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0')], total reward: -80.80000000000001
actions: [('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.12.0/28'), ('Analyse User1', 'DiscoverNetworkServices 10.0.12.10'), ('DecoyApache User4', 'ExploitRemoteService 10.0.12.10'), ('DecoyFemitter User0', 'PrivilegeEscalate User2'), ('Analyse User3', 'DiscoverNetworkServices 10.0.113.211'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.113.211'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise1'), ('Remove User1', 'DiscoverRemoteSystems 10.0.113.208/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.113.219'), ('Analyse User4', 'ExploitRemoteService 10.0.113.219'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.128.81'), ('DecoyApache User5', 'ExploitRemoteService 10.0.128.81'), ('DecoyApache User1', 'PrivilegeEscalate Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Remove User5', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove User5', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse User1', 'DiscoverRemoteSystems 10.0.220.192/28'), ('Analyse User1', 'DiscoverNetworkServices 10.0.220.203'), ('DecoyApache User5', 'ExploitRemoteService 10.0.220.203'), ('Analyse Op_Host1', 'PrivilegeEscalate User5'), ('Remove User3', 'DiscoverNetworkServices 10.0.85.23'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.85.23'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.85.16/28'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.85.26'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.85.26'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.15.7'), ('Analyse User1', 'ExploitRemoteService 10.0.15.7'), ('Analyse User0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('DecoyFemitter Op_Server0', 'DiscoverRemoteSystems 10.0.12.48/28'), ('Monitor', 'DiscoverNetworkServices 10.0.12.51'), ('DecoyApache User0', 'ExploitRemoteService 10.0.12.51'), ('Remove User0', 'PrivilegeEscalate User3'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.111.168'), ('DecoyApache User4', 'ExploitRemoteService 10.0.111.168'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise0'), ('Analyse User2', 'DiscoverRemoteSystems 10.0.111.160/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.111.173'), ('Remove User0', 'ExploitRemoteService 10.0.111.173'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.153.60'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.153.60'), ('Remove User1', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Remove User5', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.152.208/28'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.152.214'), ('DecoyApache User0', 'ExploitRemoteService 10.0.152.214'), ('Analyse Enterprise0', 'PrivilegeEscalate User5'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.201.57'), ('Analyse User4', 'ExploitRemoteService 10.0.201.57'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise0'), ('Remove User1', 'DiscoverRemoteSystems 10.0.201.48/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.201.49'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.201.49'), ('Analyse User5', 'PrivilegeEscalate Enterprise2'), ('Remove User2', 'DiscoverNetworkServices 10.0.218.222'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.218.222'), ('DecoyFemitter User1', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyApache User5', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0')], total reward: -223.79999999999993
