CybORG v2.1, Scenario2A, Commit Hash: 7c31dcd8da21813d1423f65aa989a4f3f60aa327
author: Krystal, team: CSET, technique: Test evaluation
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: RedMeanderAgent, mean: -8.963999999999999, standard deviation 1.8858601981241045
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.243.208/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.243.222', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.243.210', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.243.219', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.243.212', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.243.215', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.243.219', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.243.215', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.95.58', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.243.210', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.95.52', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.243.222', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.52', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.52', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.52', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.52', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.58', 'Meander')], total reward: -10.3
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.56.64/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.56.67', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.56.74', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.56.66', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.56.75', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.56.70', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.56.75', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.5.164', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.56.70', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.5.164', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.56.66', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.5.170', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.5.164', 'Meander'), ('Restore User1', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.5.160/28', 'Meander'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.5.167', 'Meander'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.5.172', 'Meander'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.56.74', 'Meander'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'ExploitRemoteService 10.0.5.167', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.56.67', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.5.167', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.167', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.170', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.5.164', 'Meander')], total reward: -7.899999999999999
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.199.32/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.199.41', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.199.44', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.199.46', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.199.39', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.199.34', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.199.44', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.222.53', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.199.39', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.199.46', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.222.49', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.199.41', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.222.49', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.222.49', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.199.34', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.222.49', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.222.53', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.222.49', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.222.53', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.222.49', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.222.49', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander')], total reward: -9.799999999999997
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.76.144/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.76.147', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.76.146', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.76.145', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.76.157', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.76.158', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.76.157', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'DiscoverNetworkServices 10.0.127.213', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.76.147', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.76.146', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.127.213', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.76.158', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.127.219', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.76.145', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.127.219', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.127.219', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.127.213', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.127.208/28', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.127.211', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.127.215', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.127.215', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.127.219', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.127.213', 'Meander')], total reward: -7.6999999999999975
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.186.208/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.186.210', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.186.215', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.186.216', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.186.211', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.186.218', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.186.218', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.186.211', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.93.113', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.186.215', 'Meander'), ('Analyse Enterprise1', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.93.113', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.93.113', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.93.113', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.93.113', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.186.216', 'Meander'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.93.120', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.93.113', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.93.120', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.186.210', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander')], total reward: -9.5
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.137.224/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.137.229', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.137.231', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.137.235', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.137.233', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.137.230', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.137.233', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.137.231', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.247.77', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.137.229', 'Meander'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.247.65', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.137.230', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.137.235', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.247.65', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.137.235', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.247.65', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.247.77', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.247.65', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.247.65', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.247.65', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.247.65', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.247.65', 'Meander')], total reward: -10.3
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.214.64/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.214.78', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.214.67', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.214.74', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.214.73', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.214.76', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.214.74', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.214.78', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.33.164', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.33.164', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.214.73', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.33.163', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.214.67', 'Meander'), ('Restore User4', 'PrivilegeEscalate User2', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.214.76', 'Meander'), ('Restore User2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.33.163', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.164', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.163', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.163', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.164', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.163', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.163', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.163', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.163', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.33.164', 'Meander')], total reward: -8.700000000000001
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.86.48/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.86.59', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.86.54', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.86.58', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.86.57', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.86.62', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.86.62', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.86.57', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.155.121', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.155.121', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.86.58', 'Meander'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.155.115', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.155.115', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.155.121', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.155.121', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.86.54', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.155.115', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.86.59', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.155.115', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.155.115', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.155.115', 'Meander')], total reward: -9.1
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.78.224/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.78.237', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.78.228', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.78.231', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.78.238', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.78.232', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.78.231', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.157.38', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.157.38', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.157.38', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.78.237', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'DiscoverNetworkServices 10.0.157.33', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.157.33', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.78.232', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.78.238', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.78.228', 'Meander'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.157.38', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.157.33', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.157.33', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.157.33', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander')], total reward: -10.1
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.209.160/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.209.161', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.209.167', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.209.174', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.209.172', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.209.173', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.209.167', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.227.204', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.209.172', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User2', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.209.174', 'Meander'), ('Restore User2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'DiscoverNetworkServices 10.0.227.206', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.209.173', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.209.161', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.227.206', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.227.206', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.227.206', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.227.204', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.227.204', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.227.204', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.227.206', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.227.206', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.227.204', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.227.206', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.227.206', 'Meander')], total reward: -6.1
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.136.16/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.136.27', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.136.28', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.136.29', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.136.17', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.136.19', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.136.28', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.136.19', 'Meander'), ('Analyse Enterprise1', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'DiscoverNetworkServices 10.0.1.237', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.136.27', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.1.237', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.136.29', 'Meander'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.1.228', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.1.237', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.136.17', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.1.228', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.1.228', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.1.228', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.1.228', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.1.237', 'Meander'), ('Restore User1', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.1.224/28', 'Meander')], total reward: -10.299999999999997
